bc041623
pcbp2-ot1
casp5
lmcd1-as1
slc16a1-as1
fam66b
linc00261
ak022971
linc01314
ak021804
dscam-as1
vim-as1
pxn-as1
linc01204
enst00000435695
smad1-as1
loc389641
wwox-as1
mir22hg
linc01413
lunar1
steap2-as1
f630028o10rik
znf663p
nr_024256
fundc2p4
ak124936
linc00299
enst00000438347
al359062
xloc_013014
socar
hnf1a-as1
enst00000570022
loc728290
linc01602
pcat19
ak023507
hcg18
bc200
linc02454
ak095147
nr_003573
loc100130476
nr_038435
cahm
nama
linc00337
kcnq1ot1
cbr3-as1
ak311218
gaplinc
linc01508
potef-as1
bc030713
foxe1
af118081
st3gal6-as1
afap1-as1
sdhap1
enst00000439577
id2-as1
linc00324
fr302050
linc01138
ak021570
linc00901
blacat1
peg10
ttty7
rab31
tspan12
xloc_000303
prox1-as1
rmst
gas5-as1
nr_024495
chrf
ak001058
ak024094
prr26
bcyrn1
ak129685
linc00237
linc00323
bx357664
linc01762
plk4
cecr3
pcat18
linc00515
linc01420
fam87a
pitpna-as1
gabpb1-as1
sstr5-as1
linc01828
c20orf200
enst00000480739
linc00675
linc00958
linc01494
bx640708
ezr-as1
wrap53
bc091525
ak096780
linc01090
fezf1-as1
nr_033258
enst00000441841
ncrna00173
hcp5
ef177379
steap3-as1
bg188549
daoa-as1
linc00310
af119895
ay129027
enst00000428188
ab074169
ncrupar
znf300p1
loc100507661
urb1-as1
dlx6-as
rp11-359e19.2
linc01170
ak123790
snd1
linc00951
kcnk15-as1
ak024556
pttg3p
mir31hg
ube2r2-as1
bc087858
nr_002791
trpm2-as
zmat1
af116616
lust
bc040572
casc9
ghet1
schlap1
gapdh
pcat14
rp11-501o2
ak096725
linc-pint
c1qtnf1-as1
hotairm1
ak130076
linc00336
linc01262
gas8-as1
dlg1-as1
znf205-as1
sra1
rp1-179n16.3
slc25a27
thril
ak021443
fam99a
lamtor5-as1
lincmd1
bc039678
slc2a1-as1
ak001796
pcat2
u90926
epb41l4a-as2
pcat9
sgo1-as1
ttty15
scarna2
sox9-as1
prncr1
nptn-it1
gmds-as1
linc01227
elncrna1
ensg00000257167
duxap10
hoxb-as1
af251187
sumo1p3
gucy1b2
asb16-as1
entpd1-as1
epb41l4a-as1
nr_024284
ceacamp8
rp11-140i24
enst00000480669
pcgem1
braf
crnde
mir2052hg
hoxc13-as
linc01471
dacor1
rp11-434d9.1
fas-as1
xr_944502.1
loc729966
sbdsp1
trhde-as1
loc100292680
rp4-639j15.1
nr_002795
mir210hg
h19
olc8
dio3os
linc01152
ramp2-as1
linc01260
aatbc
ovch1-as1
cdca4p3
al832916
rc3h2
linc00957
wdfy3-as2
mnx1-as1
ptcsc2
pgm5-as1
ak023948
dux4l3
mapkapk5-as1
ak055628
tmpo-as1
nr_047677.1
sox2ot
pincr
rp5-843l14.1
nr_026591
nr_033663
ak097500
ak093543
pcat3
tpt1-as1
linc01016
ax746718
bc014579
nr_015441
linc01139
zdhhc8p1
enst00000438550
nr_026827
fam3d-as1
linc01233
foxp4-as1
kcnma1-as1
loc441204
ogfrp1
linc00365
nbr2
slncr
cllu1
af339813
cerna2
nr_038940.1
ube2q1-as1
thap9-as1
mafg-as1
af268386
cytor
ac002519.6
linc01616
cr612213
ywhae
limd1-as1
linc00161
b4galt1-as1
enst00000504145
xloc_008559
linc00096
samd12-as1
linc01082
mhencr
bg981369
foxd1-as1
p2rx5-tax1bp3
linc00309
linc00460
c12orf47
balr-6
linc01125
linc00265
loxl1-as1
ldlrad4-as1
bc070168
sema3b-as1
loc105372579
rbms3-as1
snhg16
wee2-as1
sema6a-as1
linp1
tspear-as1
enst00000244906
m59227
bc003519
mpped2-as1
ensg00000229619
linc00629
nr-104098
zfat-as1
xloc_008466
aa174084
mir100hg
tp73-as1
znf674-1
linc01018
tunar
enst00000442037
rp5-833a20.1
wwtr1-as1
ctc-523e23.5
lucat1
linc01391
enst00000602301
m18204.1
linc00707
mir4435-2hg
loc90768
linc-oip5
tmpop2
ax748340
linc00221
egfr-as1
slc25a5-as1
rassf1-as1
ror1-as1
ak054908
prins
bc016787
casc15
macc1-as1
ab209371
nr_026817
kcnq1dn
mincr
rab11b-as1
mir132
hcg11
linc00462
nr_003023
linc00993
snhg7
meg8
ces1p1
bok-as1
c21orf62-as1
fgf14-as2
golga2p10
linc00441
linc00673
loc283177
acta2-as1
ctd-2574d22.4
mir503hg
sammson
uca1
linc00636
loc84740
rad51-as1
linc00704
snhg24
linc01537
nr_002444
nr_003586
yiya
nr_037645.1
rp11-169d4.1
be503655
linc00278
enst00000453068
wt1as
ak056988
pcat29
asxl3
bc011663
znf295-as1
nr_037144
dlgap1-as2
enst00000507950
kcna3
ptenp1
dnm3os
nr_027775
airn
haglros
loc105369388
af088004
ak022798
pink1-as
itih4-as1
bc031319
fw340058
nr_026689
bglt3
nr_046711
lifr-as1
nr_036537
bc005927
rp5-1014o16.1
nr_033374
bc005232
ak023391
ai364715
prss21
uxt-as1
loc440905
uc001kfo
gas5
ipw
nbla12061
ensg00000218510
al833160
enst00000508827
ncrna00210
pihl
nr_027105
ilf3-as1
ensg00000233633
prom1
pik3cd-as2
otud6b-as1
tuba4b
ensg00000231881
loc105371849
ensg00000177133
polr2e
ak294004
vtrna2-1
tdrg1
ak094838
pot1-as1
linc01410
linc00917
ax800134
linc00599
gacat3
cacna1c-as3
tnxa
lbx2-as1
loc440040
actn4
bx648695
tob1-as1
bc038580
lnccmpk2
fam201a
ncrms
mir17hg
ak126698
nr_026660
loc285629
linc01606
rap2c-as1
snhg12
ak123324
ak024898
hoxc-as1
linc01013
trg-as1
cr613944
fam66e
linc00628
plncrna-1
arhgap22-it1
meg9
linc00974
bancr
enst00000425295
hottip
cadm1-as1
linc00850
ak057054
stard13-as
satb1-as1
linc01116
nr_036575.1
lsinct5
ghrlos
tusc7
dirc3
flj22447
mir205hg
cacna1g-as1
ctbp1-as2
loc101928963
dscr8
loc100133669
pwar5
enst00000422494
hoxc-as3
part1
enst00000455974
linc00887
mir99ahg
bdnf-as
upk1a-as1
uc.134
slc7a11-as1
xloc_009911
nkx2-1-as1
mgat3-as1
bc029135
enst00000515275
runx2-as1
linc02042
loc157627
enst00000476909
ak001091
linc00222
nr_033928
meg3
sh3pxd2a-as1
al832444
ak123765
sox2
nr_027151
carlo-5
cecr7
lef1-as1
errlr01
loc100190940
gacat2
car10
ak057709
linc00243
pvt1
rplp0p2
af075041
xist
a1bg-as1
kiaa0087
pdzrn3-as1
linc00969
scamp1
d63785
ak090603
mchr2-as1
ab019562
bc023629
ap000688.29
sap30l-as1
ak025743
cers6-as1
mcm3ap-as1
ak027193
ak123072
nr_023387
rsu1p2
linc00683
eif3j-as1
hcg22
znfx1-as1
enst00000429469
a2m-as1
flj22763
synpr-as1
linc00313
db327252
ak023096
casc21
psma3-as1
oip5-as1
rp11-57p19.1
linc01476
pcna-as1
ac130710
nron
loc100128881
hoxa-as3
mia-rab4b
linc01355
magi2-as3
ab074278
linc00342
nr_024418
dleu2
rhpn1-as1
hoxb-as3
snhg17
fbxl19-as1
suz12p1
frmd6-as2
myd88
linc01124
pou6f2-as2
bace1-as
znf350-as1
ak094982
bc041455
glis3-as1
linc01104
myhas
tincr
ak096262
gacat1
linc00473
krtap5-as1
norad
tusc8
chiap2
wfdc21p
enst00000552364
loc101927497
linc00115
zfas1
tfap2a-as1
rbms3-as3
u85044
linc00665
nr_003584
bc032469
emx2os
terra
hmmr-as1
tarid
e330013p06
nr_024015
spry4-it1
oxct1-as1
frmd6-as1
nr_015430
zfx-as1
econexin
dkfzp434k028
loxl1-as
cd81-as1
magi1-it1
ak307796
rp11-789c1.1
linc01023
foxd2-as1
lncrna-hal
linc00491
linc01787
loc100499405
adamts9-as2
mir155hg
ak024171
linc00959
hcg15
nr_036488
snhg20
linc00485
rp11-397d12.4
baiap2-as1
sbf2-as1
linc00476
ensg00000261777
7sl
sfta1p
xr_250621.1
ccat2
bc002811
tpm1-as
dcst1-as1
prrt3-as1
enst00000464359
gata6-as1
ca3-as1
cadm3-as1
ctbp1-as
af086071
itgb2-as1
rab6c-as1
mycnut
loc100131320
slc25a25-as1
rp11-567g11.1
ensg00000240990
linc00162
has2-as1
linc01020
nalt1
7sk
ab073614
casc8
pcnap1
krt7
xloc_005327
nr2f1-as1
dq192290
dleu7-as1
hla-f-as1
kmt2e-as1
tatdn1
linc00239
casc2
linc00511
ifng-as1
idh1-as1
ak027294
myoslid
nr_073450.1
map3k14
enst00000518376
ak021444
slc9a3-as1
nr_038990
loc101927746
linc00596
smarcc2
dbet
linc01296
pacerr
nr_003225.2
ak055347
af086415
linc01446
loc653786
linc01507
linc01198
cant1
c5orf66-as1
nr_040001
pax8-as1
miat
agap2-as1
enst00000539009
lincrna-p21
linc00426
wasir2
krt18p55
il2ra
dctn1-as1
glidr
rrp1b
bc032913
tubb2a
bx649059
nheg1
enst00000551152
linc00173
enst00000436616
crem
rgmb-as1
nr_046321
pdcd4-as1
inxs
linc00667
ac007403.1
bc050642
srgn
ac002511.1
casc19
cxcl1p1
nr_026543
ccnd2-as1
egflam-as1
chl1-as1
linc00320
ptprd-as1
nr_027169
linc00312
snhg14
ak093407
c21orf96
draic
tlr8-as1
pandar
nr_036444
linc01133
vps9d1-as1
nr_038200
bc047917
ab209630
xloc_010588
be244504
enst00000562112
ftx
f11-as1
tp53tg1
enst00000547547
spint1-as1
linc-usp16
casc11
ccepr
talam1
foxc2-as1
satb2-as1
linc00617
bc043430
linc00520
xloc_006844
arhgap27p1
mestit1
bc038366
ensg00000244020
stxbp5-as1
unc5b-as1
linc00572
linc01186
loc730101
nr_046326
ccat7
ak027145
af113014
ktn1-as1
irain
mir137hg
hand2-as1
linc00663
linc00929
snhg5
nexn-as1
nr_024380
dancr
linc00478
hif1a-as2
igfbp7-as1
psors1c3
ak024584
ak124939
enst00000413580
nr_026776
linc01224
casc22
nr_073085
mir7-3hg
al389956
cr592608
dbh-as1
elmo1-as1
ddx11-as1
linc00277
linc01370
nr_023915
kif2c
linc01585
malat1
linc00886
loc100287225
znf667-as1
vcan-as1
gtse1-as1
snhg1
klf3-as1
elfn1-as1
snhg11
lncrna-atb
dapk1
fam83a-as1
cxcr2p1
gsec
linc01305
rpsap52
linc00472
gas6-as1
st8sia6-as1
tpte2p1
trim52-as1
hoxc-as2
loc728228
ctd-2616j11.14
ddn-as1
linc00094
nr_026664
linc00937
linc01277
bx648207
linc00339
ab007962
linc00160
rp11-160h22.5
ncrna00028
picsar
ostn-as1
mir600hg
prc1-as1
enst00000515084
cflar-as1
linc00461
rpph1
mrvi1-as1
flvcr1-as1
linc01207
c17orf91
linc00202
nr027113
linc01105
linc00538
nr_034174
nr_026860
slc26a4-as1
linc00308
duxap8
xirp2-as1
pcan-r2
gtf2ird2p1
luadt1
scal1
dq786243
paupar
map3k20
picart1
ap5m1
zfhx4-as1
ak093735
rmrp
linc01158
nr_015392
snhg4
ccat5
srhc
linc00982
nifk-as1
lsamp-as1
tgfb2-as1
ma-linc1
snai3-as1
snhg8
sox21-as1
linc00383
linc00113
tm4sf1-as1
fam30a
rp11-150o12.3
snhg10
nr_036580
nr_036468.1
ptcsc3
ptprg-as1
linc01080
ensg00000241684
raet1k
med4-as1
dubr
aptr
nr_003679.1
mylk-as1
cat1647
znf674-as1
linc00998
hoxa-as2
linc00229
enst00000576810
rn7sl1
loc440896
linc00035
nppa-as1
ak127565
znf542p
loc100506474
linc00844
lcal1
mbnl1-as1
mdc1-as1
clrn1-as1
linc01426
mrpl23-as1
bc064338
crym-as1
gpc3-as1
hoxa13
rab5if
dpp10-as1
rp11-395g23.3
linc01939
hmga1p4
gng12-as1
cr593775
m14574
enst00000539653
smim2-it1
adarb2-as1
haglr
foxcut
hmga2-as1
linc00165
mycnos
nr_110882
fgf10-as1
fam99b
phbp1
nck1-as1
ptenp1-as
ak130275
mef2c-as1
terc
hnrnpkp2
tc0101441
bbox1-as1
prkcq-as1
enst00000512916
krt7-as
bc002350
linc00525
gnas-as1
fmr1-as1
enst00000425785
loc441242
nutf2p3
af070632
dlgap1-as1
ccdc181
linc00176
loc150622
enst00000413528
igf2-as
loc101928316
bpesc1
bc015134
nkila
bc036599
cps1-it1
enst00000539303
bispr
vldlr-as1
bc008363
linc01852
dicer1-as1
rbm5-as1
rp4-583p15.10
bc017743
ensg00000227588
fam225a
mancr
nr_028494
pcan-r1
fam83h-as1
jpx
ccdc26
nkx2.2as
linc01197
rp4-799p18.3
htr2a-as1
ensg00000261924
nrad1
linc00668
gata2-as1
linc01538
linc01617
sox2-ot
linc01721
asmtl-as1
pca3
inhba-as1
cr610499
linc01254
ewsat1
hit000218960
ak055007
linc00346
adpgk-as1
tug1
cr594506
fgd5-as1
ak022159
svugp2
linc02384
nr_033449
snhg15
linc00926
lrrc2-as1
matn1-as1
bc041938
gcawkr
ugdh-as1
bx647187
rp4-620f22.3
disc2
linc00052
linc01119
h22954
rusc1-as1
rp11-838n2.4
gihcg
igfl2-as1
ints7
neat1
nr_033878
zeb2-as1
acvr2b-as1
linc00582
linc00691
mettl14
linc01089
snhg6
linc00271
aoc4p
socs2-as1
loc102724064
linc01127
erich1-as1
snhg3
ppp3cb
gvinp1
nr_026685
ervh48-1
nr_038125
m26317
snhg9
atp6v1g2-ddx39b
x91348
linc01324
linc01405
smad5-as1
ctb-89h12.4
pcat6
pced1b-as1
ttn-as1
nr_003949
enst00000447565
linc02471
myclo-5
linc-ror
wt1-as
pcseat
calml3-as1
af086261
tsix
c17orf76-as1
lrrc75a-as1
mir222hg
linc02465
atxn8os
rp11-325i22.2
fgf13-as1
nr4a1as
ak024118
pisrt1
rp11-445h22.4
fth1p3
bnc2-as1
enst00000547963
linc00635
pcat5
cdc6
loc441178
nr_073453
hif1a-as1
pycard-as1
cr749391
ak130977
fer1l4
enst00000434223
mhrt
uc002pyc
nr_024442
nr_027028
linc00355
gk3p
linc01234
dleu1
tptep1
nr_015378
linc00963
flj33360
vmo1
zeb2nat
linc00032
linc00601
pcat1
pdia3p1
tsnax-disc1
nr_027340
trerna1
slco4a1-as1
nr_028500
mapt-as1
zeb1-as1
c1qtnf9b-as1
loc152578
gmds-dt
linc01512
ulk4p2
tcl6
hoxd-as2
hulc
uchl1-as1
linc00649
tnk2-as1
zfpm2-as1
fam215a
runx1-it1
enst00000513638
